PLAYER_NAME,GP,GS,MIN,FG,3P,FT,REB,AST,STL,TO,BLK,PF,PTS,EFF,A.S.G,P.O.M,F.T,S.T,T.T,F.T.D,S.T.D,Seasons,Playoffs,Finals,titles,Retired,H.O.F
Malcolm Lee,36,12,14.8,38.2,29.4,70.3,1.8,1.4,0.6,0.8,0.3,1.4,3.9,4.6,,,,,,,,3,0,0,0,0.0,0.0
Rock Lee,2,0,5.0,50.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,1.5,1.0,0.0,,,,,,,,1,0,0,0,1.0,0.0
Ron Lee,448,7,21.4,41.6,32.1,70.5,2.7,3.8,1.9,2.1,0.3,3.1,7.3,9.6,,,,,,,,6,1,0,0,1.0,0.0
Russell Lee,97,0,6.0,39.1,--,68.5,1.2,0.7,0.4,--,0.1,0.8,2.9,2.9,,,,,,,,3,2,1,0,1.0,0.0
Saben Lee,76,7,15.6,43.7,29.9,71.2,2.1,3.1,0.8,1.1,0.3,1.3,5.3,7.6,,,,,,,,1,0,0,0,0.0,0.0
Ed Leede,121,0,--,33.4,--,71.9,2.1,1.9,--,--,--,2.6,7.8,4.7,,,,,,,,2,1,0,0,1.0,0.0
Hank Lefkowitz,24,0,--,19.3,--,53.8,--,0.2,--,--,--,1.5,2.1,-1.8,,,,,,,,1,1,0,0,1.0,0.0
Tim Legler,310,4,16.9,44.7,43.1,84.0,1.6,1.3,0.5,0.6,0.1,1.6,7.0,6.6,,,,,,,,10,1,0,0,1.0,0.0
George Lehmann,66,0,9.6,35.6,--,78.2,0.8,1.8,--,--,--,1.1,3.2,3.3,,,,,,,,2,1,0,0,1.0,0.0
Walter Lemon Jr.,12,3,16.8,43.7,50.0,71.4,2.4,2.9,0.9,1.2,0.2,1.6,8.6,8.7,,,,,,,,2,0,0,0,0.0,0.0
Alex Len,563,234,19.0,50.7,33.1,68.3,5.9,0.9,0.4,1.2,1.0,2.6,7.7,11.0,,,,,,,,8,1,0,0,0.0,0.0
Voshon Lenard,565,321,27.2,41.5,38.4,78.7,2.8,2.1,0.8,1.3,0.2,2.1,11.9,10.0,,,,,,,,11,4,0,0,1.0,0.0
Gary Leonard,31,0,4.8,45.9,0.0,50.0,1.1,0.1,0.1,0.3,0.3,1.0,1.4,1.8,,,,,,,,3,1,0,0,1.0,0.0
Kawhi Leonard,576,549,31.3,49.3,38.4,85.8,6.4,2.9,1.8,1.6,0.6,1.7,19.2,21.6,5.0,,3.0,2.0,0.0,3.0,4.0,10,9,3,2,0.0,0.0
Meyers Leonard,447,93,16.0,48.2,39.0,80.9,3.9,0.9,0.2,0.7,0.3,2.2,5.6,7.7,,,,,,,,9,6,1,0,0.0,0.0
Slick Leonard,426,0,27.3,34.9,--,74.5,2.9,3.3,--,--,--,2.1,9.9,8.3,,,,,,,,7,4,1,0,1.0,0.0
Jim Les,321,13,13.2,39.7,39.6,81.8,1.2,2.9,0.5,0.9,0.1,1.3,3.8,5.6,,,,,,,,7,1,0,0,1.0,0.0
Travis Leslie,10,0,4.5,35.7,0.0,44.4,0.9,0.5,0.2,0.2,0.2,0.4,1.4,1.6,,,,,,,,1,0,0,0,0.0,0.0
Ronnie Lester,250,116,19.8,46.9,22.7,78.8,1.9,4.0,0.7,1.9,0.1,1.6,7.3,8.6,,,,,,,,6,2,1,1,1.0,0.0
Clifford Lett,11,0,11.5,43.2,0.0,66.7,0.6,0.7,0.2,0.9,0.1,1.5,3.5,2.0,,,,,,,,2,0,0,0,1.0,0.0
Jon Leuer,377,80,15.8,48.4,32.8,76.7,3.8,0.8,0.4,0.7,0.3,1.5,6.4,7.9,,,,,,,,8,4,0,0,1.0,0.0
Andrew Levane,103,0,9.7,31.0,--,63.3,1.3,2.0,--,--,--,1.5,4.5,1.9,,,,,,,,3,1,1,0,1.0,0.0
Fat Lever,752,599,31.7,44.7,31.0,77.1,6.0,6.2,2.2,2.0,0.3,2.4,13.9,19.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,11,8,0,0,1.0,0.0
Caris LeVert,302,171,27.4,43.7,33.4,73.7,3.8,4.0,1.1,1.9,0.3,2.0,14.7,14.1,,,,,,,,5,2,0,0,0.0,0.0
Cliff Levingston,830,216,20.4,51.6,15.2,67.6,5.2,0.9,0.6,1.0,0.7,2.8,7.1,10.2,,,,,,,,11,8,2,2,1.0,0.0
Bobby Lewis,255,0,16.9,38.1,--,71.2,2.1,2.2,--,--,--,2.0,5.8,5.9,,,,,,,,4,2,0,0,1.0,0.0
Cedric Lewis,3,0,1.3,66.7,0.0,0.0,0.7,0.0,0.3,0.0,0.0,0.0,1.3,2.0,,,,,,,,1,0,0,0,1.0,0.0
Freddie Lewis,64,0,13.8,40.1,--,77.1,1.4,1.5,0.6,--,0.1,1.7,5.8,5.3,,,,,,,,2,1,0,0,1.0,0.0
Freddie Lewis,95,0,--,31.2,--,76.5,--,1.4,--,--,--,2.2,8.4,1.9,,,,,,,,2,1,0,0,1.0,0.0
Grady Lewis,139,0,--,25.2,--,59.5,--,0.9,--,--,--,3.0,5.4,-0.5,,,,,,,,3,1,1,1,1.0,0.0
Martin Lewis,25,0,9.6,47.3,30.0,59.3,1.4,0.3,0.4,0.6,0.2,1.2,3.6,3.2,,,,,,,,2,0,0,0,1.0,0.0
Quincy Lewis,159,21,11.7,39.7,33.3,71.0,1.3,0.6,0.4,0.6,0.2,2.1,3.6,3.1,,,,,,,,4,2,0,0,1.0,0.0
Ralph Lewis,99,0,6.8,41.4,25.0,56.2,1.2,0.3,0.3,0.5,0.1,0.7,2.3,2.0,,,,,,,,3,1,1,0,1.0,0.0
Rashard Lewis,1049,842,32.0,45.2,38.6,80.5,5.2,1.7,1.1,1.5,0.5,2.3,14.9,14.7,2.0,,,,,,,16,8,3,1,1.0,0.0
Reggie Lewis,450,352,32.6,48.8,20.0,82.4,4.3,2.6,1.3,1.6,0.9,2.8,17.6,16.9,1.0,,,,,,,6,6,0,0,1.0,0.0
Scottie Lewis,2,0,3.5,0.0,0.0,50.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,1.0,,,,,,,,,,,,,0.0
Kira Lewis Jr.,78,0,16.0,39.1,29.8,84.1,1.4,2.2,0.6,0.8,0.1,1.3,6.2,5.9,,,,,,,,1,0,0,0,0.0,0.0
Marcus Liberty,267,63,17.1,41.7,34.0,66.4,3.5,0.9,0.7,1.0,0.3,1.9,7.3,7.0,,,,,,,,4,0,0,0,1.0,0.0
Todd Lichti,237,51,17.9,46.0,24.4,78.9,2.1,1.4,0.8,1.1,0.2,1.8,7.9,7.2,,,,,,,,5,1,0,0,1.0,0.0
DeAndre Liggins,177,24,10.8,40.2,35.2,54.9,1.4,0.7,0.6,0.5,0.2,1.1,2.0,3.1,,,,,,,,5,2,0,0,0.0,0.0
Bill Ligon,38,0,7.2,38.5,--,64.0,0.7,0.7,0.2,--,0.2,0.8,3.3,2.6,,,,,,,,1,1,0,0,1.0,0.0
Damian Lillard,711,711,36.3,43.7,37.3,89.3,4.2,6.6,1.0,2.8,0.3,1.9,24.6,22.9,6.0,1.0,1.0,4.0,1.0,,,9,8,0,0,0.0,0.0
Jeremy Lin,480,221,25.5,43.3,34.2,80.9,2.8,4.3,1.1,2.3,0.4,2.2,11.6,12.0,,,,,,,,9,4,1,1,0.0,0.0
Steve Lingenfelter,10,0,6.7,71.4,0.0,0.0,1.6,0.5,0.1,0.6,0.3,2.2,1.0,2.1,,,,,,,,2,0,0,0,1.0,0.0
Alton Lister,953,582,19.9,51.2,11.1,59.7,6.3,1.0,0.4,1.5,1.5,3.3,6.6,10.8,,,,,,,,16,11,0,0,1.0,0.0
Nassir Little,138,30,16.7,45.5,31.7,72.7,3.4,0.7,0.3,0.5,0.5,1.5,5.8,7.3,,,,,,,,2,1,0,0,0.0,0.0
Isaiah Livers,1,0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,-1.0,,,,,,,,,,,,,0.0
Randy Livingston,203,19,13.2,40.6,35.1,77.1,1.4,2.0,0.6,1.1,0.2,1.5,3.8,4.5,,,,,,,,11,4,0,0,1.0,0.0
Shaun Livingston,833,190,20.6,48.6,17.8,79.4,2.4,3.0,0.7,1.2,0.4,1.8,6.3,8.5,,,,,,,,14,7,5,3,1.0,0.0
Ron Livingstone,117,0,--,28.6,--,69.2,4.7,1.9,--,--,--,4.1,6.3,4.2,,,,,,,,2,2,0,0,1.0,0.0
Horacio Llamas,28,2,5.1,46.9,33.3,61.1,1.3,0.2,0.4,0.7,0.3,1.4,2.1,2.3,,,,,,,,2,0,0,0,1.0,0.0
Earl Lloyd,560,0,26.2,35.6,--,75.0,6.4,1.4,--,--,--,3.7,8.4,9.9,,,,,,,,9,8,2,1,1.0,0.0
Lewis Lloyd,388,260,24.2,52.4,21.3,77.1,3.1,2.9,0.9,2.1,0.3,2.1,13.2,12.7,,,,,,,,7,2,1,0,1.0,0.0
Scott Lloyd,372,17,15.2,42.5,28.6,71.8,3.0,1.0,0.3,1.0,0.2,2.2,4.6,5.4,,,,,,,,6,0,0,0,1.0,0.0
Bob Lochmueller,62,0,12.9,32.2,--,60.7,2.6,0.8,--,--,--,2.3,3.7,3.7,,,,,,,,1,1,0,0,1.0,0.0
Rob Lock,20,0,5.5,28.1,0.0,80.0,1.6,0.2,0.2,0.7,0.2,0.8,1.5,1.7,,,,,,,,1,0,0,0,1.0,0.0
Darrell Lockhart,2,0,7.0,100.0,0.0,0.0,1.5,0.0,0.0,1.0,0.0,2.5,2.0,2.5,,,,,,,,1,0,0,0,1.0,0.0
Ian Lockhart,1,0,2.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,,,,,,,,1,0,0,0,1.0,0.0
Kevin Loder,148,26,14.1,46.1,26.1,69.5,2.3,1.2,0.5,1.0,0.3,1.8,5.9,5.9,,,,,,,,3,0,0,0,1.0,0.0
Don Lofgran,209,0,23.1,32.9,--,69.2,3.9,1.0,--,--,--,2.3,6.1,5.9,,,,,,,,4,2,0,0,1.0,0.0
Zach Lofton,1,0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-1.0,,,,,,,,1,0,0,0,0.0,0.0
Johnny Logan,258,0,--,31.2,--,76.7,4.5,3.0,--,--,--,2.9,12.4,5.2,,,0.0,3.0,0.0,,,5,3,0,0,1.0,0.0
Brad Lohaus,656,116,15.8,44.0,36.1,73.3,2.8,1.1,0.5,0.8,0.8,2.0,5.9,7.0,,,,,,,,11,4,0,0,1.0,0.0
Art Long,98,27,12.4,45.8,66.7,48.5,3.3,0.5,0.3,0.9,0.4,2.2,3.5,4.8,,,,,,,,3,0,0,0,1.0,0.0
Grant Long,1003,673,28.4,46.7,28.3,76.1,6.1,1.7,1.2,1.6,0.4,2.9,9.5,12.5,,,,,,,,15,7,0,0,1.0,0.0
John Long,893,432,25.4,46.7,32.2,86.2,2.8,1.9,1.0,1.7,0.2,2.1,13.6,11.0,,,,,,,,14,5,1,1,1.0,0.0
Paul Long,71,0,6.1,46.4,--,75.3,0.8,0.8,--,--,--,0.8,3.9,3.4,,,,,,,,3,1,0,0,1.0,0.0
Shawn Long,17,0,13.8,56.0,36.8,54.3,5.0,0.8,0.5,0.8,0.5,2.9,8.7,11.0,,,,,,,,1,0,0,0,0.0,0.0
Luc Longley,567,362,21.2,46.2,0.0,76.0,4.9,1.5,0.5,1.7,1.0,3.1,7.2,9.6,,,,,,,,10,7,3,3,1.0,0.0
Kevon Looney,342,127,16.1,56.1,17.2,62.1,4.6,1.3,0.5,0.6,0.6,2.1,4.6,9.0,,,,,,,,6,3,2,1,0.0,0.0
Brook Lopez,856,818,30.3,49.4,34.0,79.6,6.3,1.4,0.6,1.7,1.8,2.7,16.5,17.6,1.0,,,,,0.0,1.0,13,5,1,1,0.0,0.0
Robin Lopez,929,603,22.0,53.7,29.6,74.3,4.9,0.8,0.2,1.1,1.1,1.9,8.8,11.1,,,,,,,,,,,,,0.0
Felipe López,249,80,16.6,43.2,32.7,65.9,2.4,1.0,0.6,1.0,0.2,1.8,5.8,5.6,,,,,,,,4,2,0,0,1.0,0.0
Raül López,113,26,18.9,42.9,34.6,85.3,1.7,3.8,0.7,2.0,0.0,2.5,6.5,7.3,,,,,,,,2,0,0,0,1.0,0.0
Ryan Lorthridge,37,2,18.2,47.5,21.4,64.8,1.9,2.7,0.8,1.5,0.0,1.1,7.4,7.2,,,,,,,,1,0,0,0,1.0,0.0
Jim Loscutoff,511,0,18.5,34.5,--,65.3,5.6,0.7,--,--,--,2.9,6.2,7.0,,,,,,,,9,7,6,6,1.0,0.0
Plummer Lott,67,0,9.5,29.4,--,58.3,1.8,0.6,--,--,--,1.1,2.2,2.2,,,,,,,,2,0,0,0,1.0,0.0
Kevin Loughery,755,0,29.4,41.3,--,80.3,3.0,3.7,--,--,--,3.4,15.3,12.8,,,,,,,,11,6,1,0,1.0,0.0
Didi Louzada,5,0,12.6,18.8,18.2,0.0,1.0,0.8,0.4,0.6,0.0,1.0,1.6,0.6,,,,,,,,1,0,0,0,0.0,0.0
Bob Love,789,0,31.8,42.9,--,80.5,5.9,1.4,0.8,--,0.2,2.7,17.6,15.2,3.0,,0.0,2.0,0.0,0.0,3.0,11,6,0,0,1.0,0.0
Kevin Love,787,657,31.2,44.1,37.2,82.9,10.8,2.4,0.7,1.9,0.4,2.0,17.8,21.8,5.0,,0.0,2.0,0.0,,,13,4,4,1,0.0,0.0
Stan Love,227,0,15.2,44.0,--,75.1,4.0,0.8,0.5,--,0.4,2.5,6.8,7.9,,,,,,,,4,3,0,0,1.0,0.0
Clyde Lovellette,704,0,27.1,44.3,--,75.7,9.5,1.7,--,--,--,3.3,17.0,18.5,4.0,,0.0,1.0,0.0,,,11,10,5,3,1.0,1.0
Sidney Lowe,193,40,17.7,36.7,13.3,76.4,1.7,3.9,1.0,1.0,0.0,1.5,2.9,6.5,,,,,,,,4,0,0,0,1.0,0.0
Charlie Lowery,20,0,6.7,44.7,--,61.1,1.0,0.7,--,--,--,0.8,2.3,2.5,,,,,,,,1,1,0,0,1.0,0.0
Kyle Lowry,1004,768,31.8,42.4,36.6,81.3,4.4,6.3,1.3,2.4,0.3,2.7,14.8,17.5,6.0,2.0,0.0,0.0,1.0,,,,,,,,0.0
Jordan Loyd,12,0,4.6,44.4,50.0,81.8,0.8,0.5,0.0,0.2,0.0,0.4,2.4,2.5,,,,,,,,1,0,0,0,0.0,0.0
Al Lucas,2,0,--,33.3,--,0.0,--,1.0,--,--,--,0.0,1.0,1.0,,,,,,,,1,0,0,0,1.0,0.0
Jerry Lucas,829,0,38.8,49.9,--,78.3,15.6,3.3,0.4,--,0.3,2.9,17.0,28.1,7.0,,3.0,2.0,0.0,,,11,8,2,1,1.0,1.0
John Lucas,928,266,27.5,44.9,30.3,77.6,2.3,7.0,1.4,2.1,0.1,1.8,10.7,13.7,,,,,,,,14,6,0,0,1.0,0.0
Kalin Lucas,2,0,6.0,0.0,0.0,100.0,1.5,0.5,0.5,0.0,0.0,1.0,1.0,2.5,,,,,,,,2,0,0,0,0.0,0.0
Maurice Lucas,855,244,29.0,47.3,11.1,76.3,8.8,2.3,0.7,2.3,0.6,3.4,14.4,17.5,4.0,,0.0,1.0,0.0,1.0,1.0,12,9,1,1,1.0,0.0
John Lucas III,242,8,12.1,38.3,34.4,76.8,1.0,1.5,0.4,0.5,0.0,0.8,4.7,3.9,,,,,,,,8,2,0,0,1.0,0.0
Ted Luckenbill,87,0,6.9,36.7,--,60.4,1.9,0.4,--,--,--,1.2,2.3,2.8,,,,,,,,2,1,0,0,1.0,0.0
Tyronn Lue,554,173,22.7,43.7,39.1,82.9,1.7,3.1,0.5,1.2,0.0,1.9,8.5,8.3,,,,,,,,11,4,2,1,1.0,0.0
Jim Luisi,31,0,11.8,32.6,--,65.9,0.8,1.1,--,--,--,1.5,2.9,2.3,,,,,,,,1,0,0,0,1.0,0.0
Al Lujack,5,0,--,12.5,--,40.0,--,0.0,--,--,--,1.2,0.8,-1.2,,,,,,,,1,0,0,0,1.0,0.0
Phil Lumpkin,82,0,14.2,42.4,--,81.2,1.0,2.7,0.4,--,0.0,1.3,3.3,5.6,,,,,,,,2,1,1,0,1.0,0.0
Ray Lumpp,300,0,23.4,36.6,--,76.7,2.2,2.2,--,--,--,2.6,8.2,5.8,,,,,,,,5,5,2,0,1.0,0.0
Timothe Luwawu,311,54,16.1,39.0,33.4,82.8,2.0,0.9,0.4,0.7,0.1,1.8,6.0,5.3,,,,,,,,5,2,0,0,0.0,0.0
Tyler Lydon,26,0,3.7,50.0,40.0,33.3,0.7,0.2,0.1,0.2,0.0,0.4,0.9,1.3,,,,,,,,2,0,0,0,0.0,0.0
Trey Lyles,425,106,18.0,43.8,33.6,72.6,4.3,1.1,0.4,0.8,0.4,1.5,7.6,8.8,,,,,,,,6,2,0,0,0.0,0.0
George Lynch,774,420,22.8,44.6,30.6,65.2,5.0,1.4,1.1,1.1,0.3,2.2,6.6,9.4,,,,,,,,12,8,1,0,1.0,0.0
Kevin Lynch,95,11,12.0,43.6,33.3,72.6,1.3,1.1,0.5,0.7,0.2,1.6,3.3,3.7,,,,,,,,2,1,0,0,1.0,0.0
Mike Lynn,49,0,8.7,32.9,--,66.7,1.4,0.6,--,--,--,2.0,2.6,2.3,,,,,,,,2,1,1,0,1.0,0.0
Sheldon Mac,30,3,9.6,40.0,23.3,85.2,1.1,0.5,0.3,0.2,0.1,0.6,3.0,3.2,,,,,,,,1,1,0,0,0.0,0.0
Mike Macaluso,30,0,3.7,43.2,--,58.8,0.8,0.1,0.2,--,0.0,1.0,1.6,1.7,,,,,,,,1,0,0,0,1.0,0.0
Ed Macauley,641,0,35.7,43.6,--,76.1,7.5,3.2,--,--,--,2.6,17.5,18.1,7.0,,3.0,1.0,0.0,,,10,8,2,1,1.0,1.0
Todd MacCulloch,223,105,15.4,54.1,0.0,64.2,4.0,0.5,0.3,0.7,0.8,2.1,6.1,8.3,,,,,,,,4,3,2,0,1.0,0.0
Ronnie MacGilvray,6,0,9.5,16.7,--,57.1,1.5,1.8,--,--,--,0.8,1.3,2.5,,,,,,,,1,0,0,0,1.0,0.0
Scott Machado,10,0,4.0,58.3,50.0,100.0,0.1,0.9,0.3,0.8,0.0,0.2,1.8,1.8,,,,,,,,2,1,0,0,0.0,0.0
Arvydas Macijauskas,19,0,7.1,34.1,25.0,86.7,0.5,0.3,0.4,0.4,0.0,0.5,2.3,1.5,,,,,,,,1,0,0,0,1.0,0.0
Ollie Mack,128,3,19.6,45.8,0.0,67.4,2.5,1.8,0.7,0.9,0.1,1.4,7.2,7.2,,,,,,,,3,0,0,0,1.0,0.0
Sam Mack,219,105,21.7,40.0,38.0,84.4,2.2,1.5,0.7,0.9,0.1,1.9,8.5,7.4,,,,,,,,6,2,0,0,1.0,0.0
Shelvin Mack,456,56,18.4,42.3,33.0,73.1,2.0,3.1,0.7,1.2,0.1,1.2,6.6,7.4,,,,,,,,8,4,0,0,0.0,0.0
Malcolm Mackey,22,0,3.1,37.8,0.0,50.0,1.1,0.0,0.0,0.1,0.1,0.4,1.5,1.4,,,,,,,,1,0,0,0,1.0,0.0
Rudy Macklin,160,52,17.2,44.9,0.0,77.6,2.9,0.8,0.5,1.3,0.2,2.7,6.4,6.0,,,,,,,,3,2,0,0,1.0,0.0
Vernon Macklin,23,0,5.9,54.3,0.0,57.1,1.5,0.2,0.2,0.1,0.2,0.4,2.0,3.0,,,,,,,,1,0,0,0,0.0,0.0
Johnny Macknowski,117,0,--,31.7,--,72.7,1.9,1.1,--,--,--,2.2,7.0,3.1,,,,,,,,2,2,1,0,1.0,0.0
Don MacLean,319,111,20.9,45.5,28.4,76.5,3.8,1.3,0.4,1.2,0.2,1.9,10.9,9.6,,,,,,,,9,0,0,0,1.0,0.0
Daryl Macon,12,0,8.7,36.7,46.2,57.1,1.0,0.7,0.1,0.7,0.0,0.8,2.7,1.9,,,,,,,,2,0,0,0,0.0,0.0
Mark Macon,251,104,20.0,38.4,27.0,73.5,1.9,1.7,1.4,1.3,0.1,2.3,6.7,5.7,,,,,,,,6,0,0,0,1.0,0.0
J.P. Macura,3,0,6.0,33.3,0.0,0.0,1.0,0.7,0.0,0.0,0.0,0.0,2.0,1.7,,,,,,,,2,0,0,0,0.0,0.0
Kyle Macy,551,257,25.9,50.1,33.7,87.3,2.2,4.0,1.1,1.3,0.1,2.0,9.5,11.6,,,,,,,,7,7,0,0,1.0,0.0
Jack Maddox,1,0,--,0.0,--,0.0,--,1.0,--,--,--,0.0,0.0,1.0,,,,,,,,1,0,0,0,1.0,0.0
Tito Maddox,9,0,3.9,25.0,0.0,62.5,0.8,0.6,0.3,0.3,0.1,0.4,1.2,1.3,,,,,,,,1,0,0,0,1.0,0.0
Gerald Madkins,48,0,8.8,36.6,37.5,76.2,0.5,1.4,0.5,0.6,0.0,0.8,1.7,2.4,,,,,,,,3,0,0,0,1.0,0.0
Mark Madsen,453,70,11.8,45.7,6.3,52.7,2.6,0.4,0.3,0.5,0.2,1.9,2.2,3.7,,,,,,,,9,4,2,2,1.0,0.0
Norm Mager,24,0,--,28.2,--,78.6,2.0,1.0,--,--,--,2.8,5.2,3.3,,,,,,,,1,0,0,0,1.0,0.0
Josh Magette,26,0,9.8,32.8,34.6,90.0,1.0,2.4,0.4,0.5,0.1,0.8,2.2,3.9,,,,,,,,2,0,0,0,0.0,0.0
Corey Maggette,827,478,28.2,45.3,32.4,82.2,4.9,2.1,0.7,2.3,0.2,2.8,16.0,14.4,,,,,,,,14,1,0,0,1.0,0.0
Dave Magley,14,0,4.0,25.0,0.0,50.0,0.7,0.1,0.1,0.1,0.0,0.4,0.9,0.6,,,,,,,,1,0,0,0,1.0,0.0
Jamaal Magloire,680,314,21.5,48.0,0.0,63.9,6.5,0.6,0.3,1.5,0.9,2.6,7.2,10.1,1.0,1.0,,,,,,12,8,1,0,1.0,0.0
Will Magnay,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-2.0,,,,,,,,1,0,0,0,0.0,0.0
Ian Mahinmi,618,133,16.8,53.3,16.0,61.2,4.4,0.6,0.6,1.0,0.7,2.6,5.2,7.9,,,,,,,,12,8,1,1,1.0,0.0
John Mahnken,414,0,10.5,27.2,--,65.0,2.9,1.3,--,--,--,2.8,5.8,1.5,,,,,,,,7,4,0,0,1.0,0.0
Mo Mahoney,8,0,5.6,33.3,--,80.0,1.1,0.3,--,--,--,0.9,1.5,1.8,,,,,,,,2,1,0,0,1.0,0.0
Rick Mahorn,1117,613,23.1,49.3,13.2,70.4,6.2,1.0,0.6,1.3,0.9,3.1,6.9,10.9,,,,,,0.0,1.0,18,13,2,1,1.0,0.0
Dan Majerle,955,453,31.6,43.1,35.8,74.1,4.5,2.9,1.3,1.2,0.4,2.0,11.4,13.2,3.0,,,,,0.0,2.0,14,13,1,0,1.0,0.0
Renaldo Major,1,0,27.0,20.0,0.0,50.0,2.0,0.0,2.0,1.0,0.0,4.0,5.0,-1.0,,,,,,,,1,0,0,0,1.0,0.0
Thon Maker,263,65,13.8,43.5,32.7,68.0,2.8,0.6,0.4,0.5,0.7,1.7,4.6,6.0,,,,,,,,5,3,0,0,0.0,0.0
Lionel Malamed,44,0,--,33.4,--,83.1,--,1.4,--,--,--,1.2,5.9,2.6,,,,,,,,1,0,0,0,1.0,0.0
Théo Maledon,94,49,23.2,35.9,31.7,76.8,2.7,2.8,0.7,1.8,0.2,1.7,8.2,7.4,,,,,,,,,,,,,0.0
Jeff Malone,905,755,32.8,48.4,26.8,87.1,2.6,2.4,0.6,1.7,0.1,1.9,19.0,14.2,2.0,,,,,,,13,8,0,0,1.0,0.0
Karl Malone,1476,1471,37.2,51.6,27.4,74.2,10.1,3.6,1.4,3.1,0.8,3.1,25.0,26.9,14.0,7.0,11.0,2.0,1.0,3.0,1.0,19,19,3,0,1.0,1.0
Moses Malone,1329,784,33.9,49.1,10.0,76.9,12.2,1.4,0.8,3.1,1.3,2.3,20.6,24.1,12.0,4.0,4.0,4.0,0.0,1.0,1.0,19,12,2,1,1.0,1.0
Matt Maloney,295,206,25.3,40.8,37.2,79.7,1.7,2.9,0.8,1.3,0.0,1.3,7.4,7.5,,,,,,,,6,2,0,0,1.0,0.0
Steve Malovic,39,0,11.4,46.3,0.0,66.7,2.2,0.7,0.2,0.6,0.2,1.3,2.1,3.5,,,,,,,,1,0,0,0,1.0,0.0
Sandro Mamukelashvili,31,2,9.7,43.9,38.5,75.0,1.8,0.5,0.2,0.3,0.2,0.6,3.1,4.0,,,,,,,,,,,,,0.0
Ted Manakas,5,0,9.0,40.0,--,100.0,0.6,0.4,0.2,--,0.0,0.8,2.4,2.4,,,,,,,,1,0,0,0,1.0,0.0
John Mandic,81,0,--,31.6,--,66.0,--,1.1,--,--,--,2.5,4.1,1.4,,,,,,,,2,0,0,0,1.0,0.0
Karim Mané,10,0,8.8,23.1,50.0,80.0,1.4,0.4,0.0,0.3,0.2,1.0,1.1,1.7,,,,,,,,1,0,0,0,0.0,0.0
Frank Mangiapane,6,0,--,15.4,--,33.3,--,0.0,--,--,--,1.0,0.8,-1.3,,,,,,,,1,0,0,0,1.0,0.0
Terance Mann,165,37,19.8,48.9,38.1,77.5,3.6,1.8,0.5,0.7,0.1,1.8,7.0,9.2,,,,,,,,2,2,0,0,0.0,0.0
Tre Mann,43,11,19.4,36.8,35.3,73.3,2.1,1.0,0.7,0.8,0.2,1.7,7.8,5.7,,,,,,,,,,,,,0.0
Danny Manning,883,398,27.4,51.1,20.6,72.9,5.2,2.3,1.1,2.1,0.9,3.3,14.0,15.0,2.0,,,,,,,15,9,0,0,1.0,0.0
Ed Manning,280,0,14.3,42.3,--,70.2,4.5,0.7,--,--,--,2.1,5.1,7.0,,,,,,,,4,2,0,0,1.0,0.0
Rich Manning,55,2,9.3,41.5,40.0,64.3,1.7,0.2,0.1,0.4,0.1,1.2,3.3,2.8,,,,,,,,2,1,0,0,1.0,0.0
Nico Mannion,30,1,12.1,34.2,36.7,82.1,1.5,2.3,0.5,1.0,0.0,1.0,4.1,4.8,,,,,,,,1,0,0,0,0.0,0.0
Pace Mannion,216,4,9.8,41.3,20.3,66.3,1.2,1.1,0.5,0.6,0.1,1.1,3.1,3.3,,,,,,,,6,1,0,0,1.0,0.0
Nick Mantis,52,0,14.5,36.7,--,54.9,1.8,1.8,--,--,--,2.0,4.5,4.2,,,,,,,,2,0,0,0,1.0,0.0
Pete Maravich,658,4,37.0,44.1,66.7,82.0,4.2,5.4,1.4,3.7,0.3,2.8,24.2,21.0,5.0,,2.0,2.0,0.0,,,10,4,0,0,1.0,1.0
Press Maravich,51,0,--,27.2,--,51.7,--,0.1,--,--,--,2.0,4.6,-1.2,,,,,,,,1,0,0,0,1.0,0.0
Devyn Marble,44,7,10.4,30.4,22.2,37.5,1.6,0.7,0.5,0.4,0.1,0.9,2.2,2.3,,,,,,,,2,0,0,0,0.0,0.0
Roy Marble,29,0,6.7,25.7,0.0,59.4,1.1,0.4,0.2,0.6,0.1,0.6,1.9,0.9,,,,,,,,2,0,0,0,1.0,0.0
Stephon Marbury,846,816,37.7,43.3,32.5,78.4,3.0,7.6,1.2,3.0,0.1,2.4,19.3,18.1,2.0,,0.0,0.0,2.0,,,13,5,0,0,1.0,0.0
Sarunas Marciulionis,363,30,22.4,50.5,36.9,76.8,2.3,2.2,1.3,2.0,0.1,2.7,12.8,11.2,,,,,,,,7,3,0,0,1.0,1.0
Saul Mariaschin,43,0,--,27.0,--,70.9,--,1.4,--,--,--,2.8,7.7,0.5,,,,,,,,1,1,0,0,1.0,0.0
