PLAYER_NAME,GP,GS,MIN,FG,3P,FT,REB,AST,STL,TO,BLK,PF,PTS,EFF,A.S.G,P.O.M,F.T,S.T,T.T,F.T.D,S.T.D,Seasons,Playoffs,Finals,titles,Retired,H.O.F
Alaa Abdelnaby,256,53,12.5,50.2,0.0,70.1,3.3,0.3,0.3,1.0,0.3,1.9,5.7,6.2,,,,,,,,5,3,1,0,1.0,0.0
Zaid Abdul-Aziz,505,0,21.8,42.8,--,72.8,8.0,1.2,0.6,0.9,1.0,2.2,9.0,13.5,,,,,,,,10,3,0,0,1.0,0.0
Kareem Abdul-Jabbar,1560,625,36.8,55.9,5.6,72.1,11.2,3.6,0.9,2.7,2.6,3.0,24.6,30.9,19.0,2.0,10.0,5.0,0.0,5.0,6.0,20,18,10,6,1.0,1.0
Mahmoud Abdul-Rauf,586,336,26.7,44.2,35.4,90.5,1.9,3.5,0.8,1.6,0.1,1.9,14.6,11.5,,,,,,,,9,2,0,0,1.0,0.0
Tariq Abdul-Wahad,236,145,20.4,41.7,23.7,70.3,3.3,1.1,0.8,1.3,0.4,2.1,7.8,7.1,,,,,,,,6,2,0,0,1.0,0.0
Shareef Abdur-Rahim,830,704,34.8,47.2,29.7,81.0,7.5,2.5,1.0,2.6,0.8,2.8,18.1,18.9,1.0,,,,,,,12,1,0,0,1.0,0.0
Tom Abernethy,319,0,17.0,49.2,0.0,74.7,3.2,1.2,0.6,0.5,0.2,1.6,5.6,7.6,,,,,,,,5,2,0,0,1.0,0.0
Forest Able,1,0,1.0,0.0,--,0.0,1.0,1.0,--,--,--,1.0,0.0,0.0,,,,,,,,1,0,0,0,1.0,0.0
John Abramovic,56,0,--,23.7,--,68.6,--,0.7,--,--,--,3.1,9.5,-2.5,,,,,,,,2,0,0,0,1.0,0.0
Álex Abrines,174,16,16.0,38.7,36.8,88.0,1.4,0.5,0.5,0.4,0.1,1.7,5.3,4.6,,,,,,,,3,2,0,0,0.0,0.0
Precious Achiuwa,107,27,16.9,47.1,28.6,53.3,4.9,0.8,0.4,0.8,0.5,1.7,6.0,8.2,,,,,,,,1,1,0,0,0.0,0.0
Alex Acker,30,0,7.8,37.0,32.0,50.0,1.0,0.5,0.2,0.4,0.1,0.4,2.7,2.1,,,,,,,,2,0,0,0,0.0,0.0
Don Ackerman,28,0,7.9,22.2,--,53.6,0.5,0.8,--,--,--,1.5,1.5,0.7,,,,,,,,1,1,0,0,1.0,0.0
Mark Acres,375,68,16.0,50.6,53.8,66.5,4.1,0.5,0.4,0.6,0.3,2.5,3.6,6.4,,,,,,,,6,2,0,0,1.0,0.0
Bud Acton,23,0,8.5,39.2,--,65.5,2.0,0.5,--,--,--,1.5,3.3,3.5,,,,,,,,1,0,0,0,1.0,0.0
Quincy Acy,337,60,16.0,44.4,35.0,75.9,3.5,0.6,0.4,0.6,0.4,2.0,4.9,6.7,,,,,,,,7,0,0,0,0.0,0.0
Alvan Adams,988,342,27.5,49.8,13.3,78.8,7.0,4.1,1.3,2.6,0.8,3.3,14.1,18.6,1.0,,,,,,,13,9,1,0,1.0,0.0
Don Adams,487,0,25.5,40.2,--,73.9,5.6,1.8,1.1,--,0.2,3.3,8.7,11.0,,,,,,,,7,3,0,0,1.0,0.0
Hassan Adams,73,8,7.5,53.4,0.0,64.3,1.2,0.2,0.2,0.4,0.1,0.7,2.5,2.7,,,,,,,,2,1,0,0,1.0,0.0
Jaylen Adams,41,1,10.9,33.1,32.9,77.8,1.5,1.6,0.3,0.7,0.1,1.1,2.7,3.7,,,,,,,,2,1,0,0,0.0,0.0
Jordan Adams,32,0,8.2,40.2,38.5,60.7,0.9,0.6,0.6,0.5,0.2,0.8,3.2,2.9,,,,,,,,2,1,0,0,0.0,0.0
Michael Adams,653,510,31.3,41.5,33.2,84.9,2.9,6.4,1.7,2.1,0.1,1.8,14.7,16.1,1.0,,,,,,,11,5,0,0,1.0,0.0
Steven Adams,642,577,26.8,58.7,7.7,55.0,7.9,1.4,0.9,1.4,0.9,2.5,9.4,15.0,,,,,,,,8,6,0,0,0.0,0.0
Rafael Addison,379,54,15.0,44.9,28.2,77.2,2.1,0.9,0.4,0.7,0.2,1.8,5.8,5.4,,,,,,,,6,2,0,0,1.0,0.0
Bam Adebayo,319,215,27.9,55.4,14.9,74.2,8.2,3.5,1.0,2.1,0.9,2.4,13.0,19.4,1.0,,,,,0.0,2.0,,,,,,0.0
Deng Adel,19,3,10.2,30.6,26.1,100.0,1.0,0.3,0.1,0.3,0.2,0.7,1.7,1.6,,,,,,,,1,0,0,0,0.0,0.0
Rick Adelman,462,0,22.6,41.5,--,71.3,2.4,3.5,0.9,--,0.1,2.1,7.7,9.0,,,,,,,,7,3,0,0,1.0,0.0
Jeff Adrien,153,17,14.0,47.4,0.0,62.8,4.3,0.7,0.3,0.6,0.5,1.7,4.6,7.2,,,,,,,,5,0,0,0,0.0,0.0
Arron Afflalo,762,537,27.3,45.0,38.6,82.5,2.9,1.8,0.4,1.1,0.2,1.9,10.8,9.8,,,,,,,,11,6,0,0,1.0,0.0
Maurice Ager,82,4,6.2,33.9,25.0,56.6,0.6,0.2,0.1,0.4,0.1,0.8,2.1,0.8,,,,,,,,4,1,0,0,1.0,0.0
Mark Aguirre,923,639,30.0,48.4,31.2,74.1,5.0,3.1,0.7,2.5,0.3,2.8,20.0,16.9,3.0,1.0,,,,,,13,9,2,2,1.0,0.0
Blake Ahearn,19,0,11.9,27.3,29.8,97.0,1.2,1.2,0.4,1.2,0.0,1.4,4.6,3.2,,,,,,,,3,1,0,0,1.0,0.0
Danny Ainge,1042,508,26.6,46.9,37.8,84.6,2.7,4.0,1.1,1.5,0.1,2.4,11.5,12.5,1.0,,,,,,,14,12,6,2,1.0,0.0
Alexis Ajinca,293,76,13.3,50.3,28.6,79.7,3.9,0.5,0.3,0.8,0.6,2.3,5.3,7.4,,,,,,,,7,1,0,0,1.0,0.0
Henry Akin,86,0,8.3,35.1,--,67.6,2.1,0.5,--,--,--,1.5,3.5,3.0,,,,,,,,2,1,0,0,1.0,0.0
Josh Akognon,3,0,3.0,50.0,50.0,0.0,0.3,0.3,0.0,0.0,0.0,1.0,1.7,1.7,,,,,,,,1,0,0,0,0.0,0.0
DeVaughn Akoon-Purcell,7,0,3.1,30.0,0.0,50.0,0.6,0.9,0.3,0.3,0.0,0.6,1.0,1.3,,,,,,,,1,0,0,0,0.0,0.0
Solomon Alabi,26,0,7.0,31.4,0.0,70.0,2.3,0.2,0.2,0.3,0.4,0.6,1.5,2.8,,,,,,,,2,0,0,0,1.0,0.0
Mark Alarie,325,41,16.9,47.5,25.2,77.5,3.4,1.1,0.4,1.0,0.3,2.2,7.5,8.0,,,,,,,,5,2,0,0,1.0,0.0
Gary Alcorn,78,0,10.8,29.3,--,59.8,4.2,0.3,--,--,--,2.2,3.3,4.2,,,,,,,,2,0,0,0,1.0,0.0
Santi Aldama,27,0,10.3,38.1,10.3,60.0,2.4,0.5,0.1,0.3,0.3,1.0,3.3,3.7,,,,,,,,,,,,,0.0
Furkan Aldemir,41,9,13.2,51.3,0.0,48.1,4.3,0.7,0.4,0.4,0.4,2.3,2.3,6.4,,,,,,,,1,0,0,0,0.0,0.0
Cole Aldrich,339,23,10.0,52.7,0.0,73.8,3.3,0.5,0.4,0.6,0.7,1.5,3.1,6.1,,,,,,,,8,2,1,0,1.0,0.0
LaMarcus Aldridge,1065,996,33.8,49.2,32.1,81.2,8.2,1.9,0.7,1.5,1.1,2.4,19.2,20.8,7.0,1.0,0.0,2.0,3.0,,,15,9,0,0,0.0,0.0
Chuck Aleksinas,74,4,15.1,47.8,0.0,73.3,3.6,0.5,0.2,1.0,0.2,2.3,5.1,6.0,,,,,,,,1,0,0,0,1.0,0.0
Cliff Alexander,8,0,4.5,50.0,0.0,0.0,0.8,0.0,0.1,0.1,0.3,0.1,1.3,1.6,,,,,,,,1,0,0,0,0.0,0.0
Cory Alexander,307,35,15.8,38.9,35.4,75.6,1.6,2.7,0.9,1.5,0.1,1.7,5.5,5.9,,,,,,,,7,1,0,0,1.0,0.0
Courtney Alexander,187,59,21.7,42.2,33.9,81.3,2.2,1.2,0.6,1.1,0.1,2.0,9.0,6.8,,,,,,,,3,1,0,0,1.0,0.0
Gary Alexander,11,0,5.0,57.1,0.0,33.3,1.4,0.2,0.3,0.7,0.0,0.9,1.7,1.7,,,,,,,,1,0,0,0,1.0,0.0
Joe Alexander,67,0,11.1,41.0,34.0,69.8,1.8,0.7,0.2,0.8,0.4,1.7,4.2,4.0,,,,,,,,2,0,0,0,0.0,0.0
Kyle Alexander,2,0,6.5,50.0,0.0,0.0,1.5,0.0,0.0,0.5,0.0,0.5,1.0,1.5,,,,,,,,1,0,0,0,0.0,0.0
Ty-Shon Alexander,15,0,3.1,25.0,22.2,50.0,0.7,0.4,0.0,0.2,0.1,0.1,0.6,0.9,,,,,,,,1,1,1,0,0.0,0.0
Victor Alexander,286,155,20.1,51.8,28.6,63.4,4.8,0.9,0.5,1.3,0.6,2.5,8.9,10.2,,,,,,,,5,2,0,0,1.0,0.0
Nickeil Alexander-Walker,144,33,20.3,38.9,33.0,71.5,2.7,2.3,0.7,1.4,0.3,1.6,9.8,8.3,,,,,,,,,,,,,0.0
Steve Alford,169,3,9.7,45.9,32.4,87.0,0.9,1.0,0.5,0.5,0.1,0.7,4.4,4.2,,,,,,,,4,3,0,0,1.0,0.0
Rawle Alkins,10,1,12.0,33.3,25.0,66.7,2.6,1.3,0.1,0.8,0.0,0.7,3.7,3.9,,,,,,,,1,0,0,0,0.0,0.0
Bob Allen,27,0,8.6,32.6,--,55.6,2.1,0.4,--,--,--,1.0,1.8,2.6,,,,,,,,1,1,0,0,1.0,0.0
Grayson Allen,173,86,21.5,42.5,38.6,83.7,2.5,1.5,0.6,0.8,0.2,1.4,9.4,8.8,,,,,,,,3,3,0,0,0.0,0.0
Jarrett Allen,334,269,26.5,62.2,18.9,69.7,8.7,1.4,0.5,1.3,1.4,2.0,11.5,18.3,,,,,,,,4,2,0,0,0.0,0.0
Jerome Allen,117,1,11.2,35.0,31.7,63.0,1.1,1.7,0.4,0.9,0.1,1.1,2.9,3.1,,,,,,,,2,0,0,0,1.0,0.0
Kadeem Allen,47,2,13.6,43.5,34.9,75.7,1.5,2.3,0.5,0.9,0.2,1.4,5.5,6.2,,,,,,,,3,0,0,0,0.0,0.0
Lavoy Allen,388,87,17.8,47.1,13.3,68.2,4.8,1.0,0.3,0.7,0.6,1.8,4.8,8.1,,,,,,,,6,4,0,0,0.0,0.0
Lucius Allen,702,0,28.7,46.3,--,76.0,3.1,4.5,1.5,2.3,0.3,2.6,13.4,14.6,,,,,,,,10,5,1,1,1.0,0.0
Malik Allen,478,125,15.2,43.9,18.8,77.8,2.8,0.5,0.3,0.7,0.5,1.9,4.9,5.3,,,,,,,,10,6,0,0,1.0,0.0
Randy Allen,70,6,11.3,44.2,0.0,53.3,2.1,0.3,0.2,0.4,0.3,1.6,3.6,3.7,,,,,,,,2,0,0,0,1.0,0.0
Ray Allen,1300,1149,35.6,45.2,40.0,89.4,4.1,3.4,1.1,2.1,0.2,2.2,18.9,17.1,10.0,,0.0,1.0,1.0,,,18,11,4,2,1.0,1.0
Tony Allen,820,441,22.0,47.5,28.2,70.9,3.5,1.3,1.4,1.4,0.4,2.4,8.1,9.2,,,,,,3.0,3.0,14,10,2,1,1.0,0.0
Odis Allison,36,0,4.6,21.8,--,54.1,1.3,0.3,--,--,--,0.9,1.9,0.9,,,,,,,,1,0,0,0,1.0,0.0
Lance Allred,3,0,3.3,25.0,0.0,50.0,0.3,0.0,0.0,0.0,0.0,0.3,1.0,0.0,,,,,,,,1,0,0,0,1.0,0.0
Darrell Allums,22,0,12.5,34.3,0.0,59.1,3.0,1.1,0.2,1.0,0.4,2.3,2.7,3.9,,,,,,,,1,0,0,0,1.0,0.0
Morris Almond,38,1,9.5,38.1,29.2,74.3,1.2,0.3,0.3,0.5,0.1,1.1,3.1,2.5,,,,,,,,3,0,0,0,1.0,0.0
Derrick Alston,139,42,19.1,48.9,14.3,48.7,3.8,0.7,0.7,0.8,0.6,2.1,5.4,7.1,,,,,,,,3,0,0,0,1.0,0.0
Rafer Alston,671,452,28.9,38.3,35.4,72.9,2.8,4.8,1.2,1.8,0.2,2.1,10.1,10.9,,,,,,,,11,6,1,0,1.0,0.0
Peter Aluma,2,0,2.5,50.0,0.0,0.0,1.0,0.0,0.5,1.0,0.5,2.0,1.0,1.5,,,,,,,,1,0,0,0,1.0,0.0
Jose Alvarado,29,1,12.9,43.4,32.1,69.6,1.4,2.0,1.0,0.4,0.1,1.3,5.2,6.5,,,,,,,,,,,,,0.0
John Amaechi,294,93,16.4,40.3,7.7,67.1,2.6,0.8,0.3,1.3,0.3,1.7,6.2,4.8,,,,,,,,5,3,0,0,1.0,0.0
Ashraf Amaya,85,34,14.7,45.5,50.0,63.3,4.2,0.4,0.3,0.8,0.2,2.1,4.5,6.1,,,,,,,,2,0,0,0,1.0,0.0
Al-Farouq Aminu,711,445,24.9,42.0,33.2,74.6,6.0,1.2,1.0,1.2,0.6,1.8,7.5,10.9,,,,,,,,11,5,0,0,0.0,0.0
Louis Amundson,428,42,12.9,47.4,0.0,44.4,3.6,0.4,0.4,0.7,0.7,2.0,3.7,5.6,,,,,,,,10,3,0,0,1.0,0.0
Bob Anderegg,33,0,11.3,38.5,--,54.8,2.1,0.9,--,--,--,1.0,4.0,3.8,,,,,,,,1,0,0,0,1.0,0.0
Chris Andersen,695,45,17.7,53.2,22.1,65.4,5.0,0.5,0.4,0.7,1.4,1.9,5.4,9.5,,,,,,,,15,7,2,1,1.0,0.0
David Andersen,103,0,12.3,44.0,34.7,67.4,2.8,0.6,0.2,0.6,0.2,1.5,4.9,5.3,,,,,,,,2,0,0,0,1.0,0.0
Alan Anderson,330,66,20.6,40.5,34.4,81.6,2.2,1.1,0.6,0.9,0.1,1.8,7.3,6.4,,,,,,,,8,2,0,0,1.0,0.0
Antonio Anderson,1,0,15.0,33.3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,,,,,,,,1,0,0,0,1.0,0.0
Cliff Anderson,81,0,7.2,35.1,--,59.3,1.3,0.8,--,--,--,1.3,3.0,2.7,,,,,,,,3,1,1,0,1.0,0.0
Dan Anderson,95,0,11.2,47.2,--,84.6,1.0,1.7,0.4,--,0.0,1.1,3.7,5.0,,,,,,,,2,0,0,0,1.0,0.0
Derek Anderson,615,390,29.2,40.8,34.1,85.3,3.2,3.4,1.1,1.7,0.1,2.0,12.0,11.9,,,,,,,,11,5,1,1,1.0,0.0
Dwight Anderson,5,0,6.6,50.0,0.0,70.0,0.4,0.6,0.2,1.0,0.0,1.4,4.2,2.4,,,,,,,,1,0,0,0,1.0,0.0
Eric Anderson,27,0,3.1,34.3,100.0,59.3,1.1,0.2,0.1,0.3,0.1,0.9,1.6,1.6,,,,,,,,2,1,0,0,1.0,0.0
Greg Anderson,680,315,20.6,49.2,8.7,55.7,6.2,0.6,0.7,1.4,0.9,2.6,7.3,10.2,,,,,,,,10,5,0,0,1.0,0.0
J.J. Anderson,157,2,12.5,46.5,0.0,55.8,2.8,0.7,0.7,0.8,0.2,1.6,4.8,5.4,,,,,,,,3,1,0,0,1.0,0.0
James Anderson,247,83,17.5,41.1,32.1,75.5,2.3,1.2,0.5,0.9,0.2,1.2,5.8,5.8,,,,,,,,5,2,0,0,0.0,0.0
Jerome Anderson,49,0,5.9,49.0,--,69.4,0.5,0.3,0.2,--,0.1,1.0,2.6,2.4,,,,,,,,2,1,1,1,1.0,0.0
Justin Anderson,232,24,13.1,41.2,29.3,77.6,2.5,0.7,0.4,0.6,0.3,1.2,5.2,5.7,,,,,,,,5,3,0,0,0.0,0.0
Kenny Anderson,858,693,30.1,42.1,34.6,79.0,3.1,6.1,1.5,2.1,0.1,2.3,12.6,14.1,1.0,,,,,,,14,6,0,0,1.0,0.0
Kim Anderson,21,0,10.7,31.2,--,53.6,2.1,0.7,0.2,1.0,0.2,2.0,3.0,2.1,,,,,,,,1,0,0,0,1.0,0.0
Kyle Anderson,481,245,21.0,47.7,33.5,71.6,4.4,2.3,1.0,1.0,0.6,1.5,6.7,10.7,,,,,,,,7,5,0,0,0.0,0.0
Michael Anderson,36,12,20.3,41.7,14.3,69.5,2.5,4.3,1.2,2.3,0.1,1.8,5.7,7.8,,,,,,,,1,0,0,0,1.0,0.0
Nick Anderson,800,636,31.2,44.6,35.6,66.7,5.1,2.6,1.4,1.7,0.5,1.9,14.4,14.4,,,,,,,,13,6,1,0,1.0,0.0
Richard Anderson,407,30,14.7,41.2,33.3,76.2,3.5,1.5,0.6,0.9,0.2,1.7,5.6,7.0,,,,,,,,6,4,0,0,1.0,0.0
Ron Anderson,664,79,22.8,47.1,28.7,81.4,3.5,1.4,0.7,1.1,0.1,1.5,10.6,9.9,,,,,,,,10,5,0,0,1.0,0.0
Ryan Anderson,649,289,25.8,42.2,38.0,85.4,5.3,0.9,0.5,0.9,0.3,1.9,12.3,12.3,,,,,,,,12,6,0,0,0.0,0.0
Shandon Anderson,719,226,22.2,45.7,31.6,73.9,3.1,1.4,0.8,1.3,0.3,2.0,7.4,7.8,,,,,,,,10,6,3,1,1.0,0.0
Willie Anderson,555,432,28.8,47.1,26.6,78.6,3.8,3.8,1.1,2.1,0.6,2.7,12.2,13.1,,,,,,,,9,7,0,0,1.0,0.0
Wally Anderzunas,44,0,8.4,39.2,--,63.0,1.9,0.2,--,--,--,1.1,3.6,3.0,,,,,,,,1,0,0,0,1.0,0.0
Martynas Andriuskevicius,6,0,1.5,0.0,0.0,0.0,0.7,0.0,0.3,0.0,0.0,0.2,0.0,0.8,,,,,,,,1,0,0,0,1.0,0.0
Don Anielak,1,0,10.0,0.0,--,75.0,2.0,0.0,--,--,--,0.0,3.0,0.0,,,,,,,,1,0,0,0,1.0,0.0
Ike Anigbogu,14,0,2.6,33.3,0.0,83.3,0.9,0.1,0.1,0.2,0.3,0.1,0.9,1.4,,,,,,,,2,0,0,0,0.0,0.0
Michael Ansley,149,6,14.4,51.3,0.0,72.2,4.2,0.4,0.3,0.6,0.2,1.9,6.9,8.3,,,,,,,,3,0,0,0,1.0,0.0
Chris Anstey,155,23,13.9,41.3,13.8,75.5,3.4,0.8,0.5,0.9,0.4,2.4,5.2,6.3,,,,,,,,3,0,0,0,1.0,0.0
Giannis Antetokounmpo,636,571,32.5,53.2,28.8,71.7,9.3,4.6,1.2,2.9,1.3,3.0,21.5,26.1,6.0,8.0,3.0,2.0,0.0,3.0,1.0,8,6,1,1,0.0,0.0
Kostas Antetokounmpo,22,0,4.0,37.5,0.0,47.4,1.0,0.1,0.2,0.6,0.2,0.5,1.0,1.0,,,,,,,,3,0,0,0,0.0,0.0
Thanasis Antetokounmpo,113,10,9.2,49.1,15.7,52.2,2.0,0.7,0.4,0.7,0.2,1.3,2.9,3.9,,,,,,,,3,1,1,1,0.0,0.0
Carmelo Anthony,1241,1120,34.7,44.7,35.6,81.4,6.2,2.7,1.0,2.4,0.5,2.8,22.6,19.4,10.0,5.0,0.0,2.0,4.0,,,18,13,0,0,0.0,0.0
Cole Anthony,91,78,30.1,39.6,33.8,84.3,5.3,5.0,0.7,2.6,0.3,2.4,15.3,15.4,,,,,,,,,,,,,0.0
Greg Anthony,757,227,20.9,40.3,34.9,73.3,1.9,4.0,1.2,1.4,0.1,1.7,7.3,8.7,,,,,,,,11,8,1,0,1.0,0.0
Joel Anthony,489,110,14.4,51.3,0.0,66.2,2.8,0.2,0.3,0.5,1.1,1.7,2.2,5.0,,,,,,,,10,6,3,2,1.0,0.0
Pero Antic,112,29,17.5,39.2,31.4,73.0,3.6,1.0,0.3,0.9,0.2,2.3,6.3,6.8,,,,,,,,2,2,0,0,1.0,0.0
OG Anunoby,293,219,26.7,47.0,37.0,70.4,4.1,1.4,1.1,1.1,0.5,2.3,10.4,11.5,,,,,,,,4,2,0,0,0.0,0.0
Keith Appling,5,0,5.4,25.0,0.0,100.0,0.2,0.2,0.2,0.6,0.0,1.0,1.2,0.0,,,,,,,,1,0,0,0,1.0,0.0
Rafael Araújo,139,75,11.4,40.5,25.0,67.9,2.8,0.3,0.4,0.8,0.1,2.2,2.8,3.7,,,,,,,,3,1,0,0,1.0,0.0
Stacey Arceneaux,7,0,15.7,39.3,--,46.2,4.6,0.6,--,--,--,1.4,7.1,6.4,,,,,,,,1,0,0,0,1.0,0.0
Nate Archibald,876,268,35.6,46.7,22.4,81.0,2.3,7.4,1.1,2.7,0.1,2.3,18.8,19.2,6.0,,3.0,2.0,0.0,,,13,5,1,1,1.0,1.0
Robert Archibald,44,3,7.5,28.3,0.0,42.9,1.6,0.4,0.3,0.4,0.1,1.3,1.2,1.7,,,,,,,,2,0,0,0,1.0,0.0
Ryan Arcidiacono,207,36,17.6,43.1,37.3,80.7,2.0,2.2,0.6,0.6,0.0,1.6,4.8,6.7,,,,,,,,4,0,0,0,0.0,0.0
Jim Ard,218,0,12.2,36.1,--,69.5,3.8,0.7,0.2,0.9,0.4,1.8,3.5,5.8,,,,,,,,4,2,1,1,1.0,0.0
Gilbert Arenas,552,455,35.1,42.1,35.1,80.3,3.9,5.3,1.6,3.2,0.2,3.0,20.7,18.0,3.0,1.0,0.0,1.0,2.0,,,11,5,0,0,1.0,0.0
Trevor Ariza,1113,766,29.5,42.2,35.2,73.2,4.8,2.1,1.5,1.3,0.3,2.0,10.4,12.1,,,,,,,,17,10,2,1,0.0,0.0
Paul Arizin,713,0,38.4,42.1,--,81.0,8.6,2.3,--,--,--,3.9,22.8,21.3,10.0,,3.0,1.0,0.0,,,10,8,1,1,1.0,1.0
Joe Arlauckas,9,0,9.4,32.6,0.0,75.0,1.4,0.9,0.3,0.4,0.4,1.8,3.8,3.0,,,,,,,,1,0,0,0,1.0,0.0
B.J. Armstrong,747,341,23.8,47.7,42.5,85.6,1.8,3.3,0.7,1.2,0.1,1.5,9.8,10.0,1.0,,,,,,,11,8,3,3,1.0,0.0
Bob Armstrong,19,0,5.8,29.7,--,50.0,2.1,0.2,--,--,--,0.7,1.5,2.0,,,,,,,,1,0,0,0,1.0,0.0
Brandon Armstrong,108,0,6.5,35.2,33.3,60.0,0.6,0.2,0.2,0.3,0.0,0.8,2.2,1.1,,,,,,,,3,1,0,0,1.0,0.0
Curly Armstrong,153,0,--,29.5,--,69.2,2.3,2.3,--,--,--,3.0,6.8,3.3,,,,,,,,3,2,0,0,1.0,0.0
Darrell Armstrong,840,337,23.7,40.9,33.4,87.1,2.7,4.0,1.3,1.9,0.1,1.7,9.2,10.7,,,,,,,,14,8,1,0,1.0,0.0
Hilton Armstrong,292,40,11.6,50.1,28.6,58.2,2.6,0.3,0.3,0.8,0.5,1.9,3.0,4.4,,,,,,,,6,4,0,0,0.0,0.0
Tate Armstrong,92,0,10.6,45.4,--,80.0,1.0,1.1,0.4,0.9,0.0,0.7,3.8,3.2,,,,,,,,2,0,0,0,1.0,0.0
Jesse Arnelle,31,0,13.2,31.7,--,62.3,5.5,0.6,--,--,--,1.9,4.7,6.4,,,,,,,,1,0,0,0,1.0,0.0
Jay Arnette,114,0,10.3,36.5,--,76.0,1.0,1.2,--,--,--,2.0,3.7,3.2,,,,,,,,3,2,0,0,1.0,0.0
Bob Arnzen,55,0,10.8,46.2,--,86.5,2.8,0.4,--,--,--,1.0,5.5,5.8,,,,,,,,1,0,0,0,1.0,0.0
Carlos Arroyo,569,191,18.7,43.8,33.8,80.6,1.7,3.1,0.5,1.2,0.0,1.5,6.6,7.2,,,,,,,,9,5,1,0,1.0,0.0
Darrell Arthur,503,106,17.8,44.4,35.2,76.5,3.5,0.8,0.6,0.8,0.6,2.5,6.5,7.6,,,,,,,,9,2,0,0,1.0,0.0
John Arthurs,11,0,7.8,34.3,--,73.3,1.3,1.5,--,--,--,1.4,3.2,3.5,,,,,,,,1,0,0,0,1.0,0.0
Jamel Artis,15,1,18.6,39.2,27.6,58.3,2.5,1.2,0.1,0.5,0.2,0.7,5.1,5.1,,,,,,,,1,0,0,0,0.0,0.0
Omer Asik,471,262,19.6,52.8,0.0,55.1,7.1,0.6,0.4,1.2,0.7,2.0,5.3,10.1,,,,,,,,8,5,0,0,1.0,0.0
Vincent Askew,467,27,20.0,47.9,30.0,75.4,2.5,2.2,0.7,1.1,0.2,2.1,7.1,8.2,,,,,,,,9,6,0,0,1.0,0.0
Keith Askins,486,80,16.4,40.1,35.5,71.7,2.9,0.8,0.6,0.7,0.3,2.3,3.8,5.5,,,,,,,,9,6,0,0,1.0,0.0
Don Asmonga,7,0,6.6,13.3,--,100.0,0.1,0.7,--,--,--,1.7,0.7,-0.3,,,,,,,,1,0,0,0,1.0,0.0
Dick Atha,43,0,10.4,39.3,--,79.5,1.5,1.2,--,--,--,1.5,3.2,3.8,,,,,,,,2,0,0,0,1.0,0.0
Chucky Atkins,695,325,24.9,41.2,36.4,77.2,1.7,3.4,0.7,1.5,0.1,1.8,9.9,8.8,,,,,,,,11,5,0,0,1.0,0.0
Al Attles,711,0,25.1,45.1,--,63.2,3.5,3.5,--,--,--,3.4,8.9,10.5,,,,,,,,11,7,2,0,1.0,1.0
Chet Aubuchon,30,0,--,25.3,--,54.3,--,0.7,--,--,--,1.5,2.2,0.0,,,,,,,,1,0,0,0,1.0,0.0
Stacey Augmon,1001,472,21.6,46.9,15.2,72.8,3.2,1.6,1.0,1.2,0.3,1.7,8.0,8.6,,,,,,,,15,12,0,0,1.0,0.0
D.J. Augustin,955,334,23.5,41.1,38.0,86.7,1.9,3.9,0.6,1.5,0.0,1.4,9.6,9.7,,,,,,,,13,5,0,0,0.0,0.0
James Augustine,27,0,5.8,51.4,0.0,50.0,1.2,0.1,0.2,0.2,0.1,0.7,1.6,2.1,,,,,,,,2,1,0,0,1.0,0.0
Isaac Austin,432,166,19.3,44.6,17.6,67.0,4.7,1.2,0.5,1.6,0.5,2.2,7.6,8.4,,,,,,,,9,3,0,0,1.0,0.0
Johnny Austin,4,0,15.3,22.7,--,81.3,1.8,1.0,--,--,--,3.0,5.8,3.5,,,,,,,,1,0,0,0,1.0,0.0
Ken Austin,7,0,4.0,46.2,0.0,0.0,0.4,0.1,0.1,0.4,0.1,1.0,1.7,1.1,,,,,,,,1,0,0,0,1.0,0.0
Deni Avdija,109,38,23.1,43.0,31.0,71.2,4.8,1.4,0.7,0.7,0.4,2.4,6.9,9.8,,,,,,,,1,0,0,0,0.0,0.0
Anthony Avent,352,156,19.1,40.3,0.0,68.6,4.5,0.8,0.5,1.2,0.6,2.3,5.6,6.9,,,,,,,,6,2,1,0,1.0,0.0
Bird Averitt,130,0,17.1,39.2,--,71.3,1.2,2.5,0.5,2.6,0.1,1.9,8.3,5.8,,,,,,,,2,0,0,0,1.0,0.0
William Avery,142,1,8.5,33.0,25.5,71.4,0.7,1.4,0.2,0.7,0.0,0.9,2.7,2.1,,,,,,,,3,1,0,0,1.0,0.0
Dennis Awtrey,733,3,19.3,45.9,0.0,65.2,4.6,2.0,0.4,1.1,0.3,2.3,4.8,8.8,,,,,,,,12,6,2,1,1.0,0.0
Joel Ayayi,7,0,2.9,16.7,0.0,0.0,0.4,0.6,0.0,0.0,0.0,0.0,0.3,0.6,,,,,,,,,,,,,0.0
Gustavo Ayón,135,41,16.7,53.6,0.0,50.4,4.4,1.3,0.7,0.9,0.5,2.0,4.7,8.4,,,,,,,,3,1,0,0,0.0,0.0
Jeff Ayres,237,15,9.8,55.3,40.0,77.6,2.7,0.4,0.2,0.6,0.3,1.5,2.9,4.8,,,,,,,,6,6,1,1,0.0,0.0
